gene,sample,cancer_type,expression
HAVCR2,TCGA-56-A49D-01A,Lung Squamous Cell Carcinoma (TCGA),16.9778
HAVCR2,TCGA-56-A4BW-01A,Lung Squamous Cell Carcinoma (TCGA),8.2586
HAVCR2,TCGA-56-A4BX-01A,Lung Squamous Cell Carcinoma (TCGA),2.4913
HAVCR2,TCGA-56-A4BY-01A,Lung Squamous Cell Carcinoma (TCGA),10.7722
HAVCR2,TCGA-56-A4ZJ-01A,Lung Squamous Cell Carcinoma (TCGA),25.7054
HAVCR2,TCGA-56-A4ZK-01A,Lung Squamous Cell Carcinoma (TCGA),15.605
HAVCR2,TCGA-56-A5DR-01A,Lung Squamous Cell Carcinoma (TCGA),8.2546
HAVCR2,TCGA-56-A5DS-01A,Lung Squamous Cell Carcinoma (TCGA),4.8664
HAVCR2,TCGA-56-A62T-01A,Lung Squamous Cell Carcinoma (TCGA),12.973
HAVCR2,TCGA-58-8386-01A,Lung Squamous Cell Carcinoma (TCGA),32.7027
HAVCR2,TCGA-58-8387-01A,Lung Squamous Cell Carcinoma (TCGA),5.7724
HAVCR2,TCGA-58-8388-01A,Lung Squamous Cell Carcinoma (TCGA),19.3368
HAVCR2,TCGA-58-8390-01A,Lung Squamous Cell Carcinoma (TCGA),9.8483
HAVCR2,TCGA-58-8391-01A,Lung Squamous Cell Carcinoma (TCGA),3.23
HAVCR2,TCGA-58-8392-01A,Lung Squamous Cell Carcinoma (TCGA),3.4072
HAVCR2,TCGA-58-8393-01A,Lung Squamous Cell Carcinoma (TCGA),24.9399
HAVCR2,TCGA-58-A46J-01A,Lung Squamous Cell Carcinoma (TCGA),11.0761
HAVCR2,TCGA-58-A46K-01A,Lung Squamous Cell Carcinoma (TCGA),7.5053
HAVCR2,TCGA-58-A46L-01A,Lung Squamous Cell Carcinoma (TCGA),14.2159
HAVCR2,TCGA-58-A46M-01A,Lung Squamous Cell Carcinoma (TCGA),16.0407
HAVCR2,TCGA-58-A46N-01A,Lung Squamous Cell Carcinoma (TCGA),2.9526
HAVCR2,TCGA-60-2695-01A,Lung Squamous Cell Carcinoma (TCGA),17.7514
HAVCR2,TCGA-60-2696-01A,Lung Squamous Cell Carcinoma (TCGA),13.6539
HAVCR2,TCGA-60-2697-01A,Lung Squamous Cell Carcinoma (TCGA),14.1613
HAVCR2,TCGA-60-2698-01A,Lung Squamous Cell Carcinoma (TCGA),31.4008
HAVCR2,TCGA-60-2703-01A,Lung Squamous Cell Carcinoma (TCGA),4.5981
HAVCR2,TCGA-60-2704-01A,Lung Squamous Cell Carcinoma (TCGA),30.9146
HAVCR2,TCGA-60-2706-01A,Lung Squamous Cell Carcinoma (TCGA),34.8977
HAVCR2,TCGA-60-2707-01A,Lung Squamous Cell Carcinoma (TCGA),14.2234
HAVCR2,TCGA-60-2708-01A,Lung Squamous Cell Carcinoma (TCGA),6.9974
HAVCR2,TCGA-60-2709-01A,Lung Squamous Cell Carcinoma (TCGA),35.6955
HAVCR2,TCGA-60-2710-01A,Lung Squamous Cell Carcinoma (TCGA),18.4435
HAVCR2,TCGA-60-2711-01A,Lung Squamous Cell Carcinoma (TCGA),7.0047
HAVCR2,TCGA-60-2712-01A,Lung Squamous Cell Carcinoma (TCGA),15.1421
HAVCR2,TCGA-60-2713-01A,Lung Squamous Cell Carcinoma (TCGA),34.9395
HAVCR2,TCGA-60-2714-01A,Lung Squamous Cell Carcinoma (TCGA),17.2767
HAVCR2,TCGA-60-2715-01A,Lung Squamous Cell Carcinoma (TCGA),29.0888
HAVCR2,TCGA-60-2716-01A,Lung Squamous Cell Carcinoma (TCGA),2.2627
HAVCR2,TCGA-60-2719-01A,Lung Squamous Cell Carcinoma (TCGA),13.9072
HAVCR2,TCGA-60-2720-01A,Lung Squamous Cell Carcinoma (TCGA),8.1294
HAVCR2,TCGA-60-2721-01A,Lung Squamous Cell Carcinoma (TCGA),14.2544
HAVCR2,TCGA-60-2722-01A,Lung Squamous Cell Carcinoma (TCGA),7.3862
HAVCR2,TCGA-60-2723-01A,Lung Squamous Cell Carcinoma (TCGA),16.8123
HAVCR2,TCGA-60-2724-01A,Lung Squamous Cell Carcinoma (TCGA),4.8061
HAVCR2,TCGA-60-2725-01A,Lung Squamous Cell Carcinoma (TCGA),33.7528
HAVCR2,TCGA-60-2726-01A,Lung Squamous Cell Carcinoma (TCGA),6.8327
HAVCR2,TCGA-63-6202-01A,Lung Squamous Cell Carcinoma (TCGA),36.6982
HAVCR2,TCGA-63-7020-01A,Lung Squamous Cell Carcinoma (TCGA),14.3742
HAVCR2,TCGA-63-7021-01A,Lung Squamous Cell Carcinoma (TCGA),9.2482
HAVCR2,TCGA-63-7022-01A,Lung Squamous Cell Carcinoma (TCGA),16.8501
HAVCR2,TCGA-63-7023-01A,Lung Squamous Cell Carcinoma (TCGA),6.9096
HAVCR2,TCGA-63-A5MB-01A,Lung Squamous Cell Carcinoma (TCGA),8.8751
HAVCR2,TCGA-63-A5MG-01A,Lung Squamous Cell Carcinoma (TCGA),5.1306
HAVCR2,TCGA-63-A5MH-01A,Lung Squamous Cell Carcinoma (TCGA),2.7638
HAVCR2,TCGA-63-A5MI-01A,Lung Squamous Cell Carcinoma (TCGA),2.7387
HAVCR2,TCGA-63-A5MJ-01A,Lung Squamous Cell Carcinoma (TCGA),6.8836
HAVCR2,TCGA-63-A5ML-01A,Lung Squamous Cell Carcinoma (TCGA),13.6493
HAVCR2,TCGA-63-A5MM-01A,Lung Squamous Cell Carcinoma (TCGA),21.1282
HAVCR2,TCGA-63-A5MN-01A,Lung Squamous Cell Carcinoma (TCGA),27.498
HAVCR2,TCGA-63-A5MP-01A,Lung Squamous Cell Carcinoma (TCGA),12.4202
HAVCR2,TCGA-63-A5MR-01A,Lung Squamous Cell Carcinoma (TCGA),4.6998
HAVCR2,TCGA-63-A5MS-01A,Lung Squamous Cell Carcinoma (TCGA),15.8912
HAVCR2,TCGA-63-A5MT-01A,Lung Squamous Cell Carcinoma (TCGA),12.007
HAVCR2,TCGA-63-A5MV-01A,Lung Squamous Cell Carcinoma (TCGA),13.6722
HAVCR2,TCGA-63-A5MW-01A,Lung Squamous Cell Carcinoma (TCGA),8.1162
HAVCR2,TCGA-63-A5MY-01A,Lung Squamous Cell Carcinoma (TCGA),0.4833
HAVCR2,TCGA-66-2727-01A,Lung Squamous Cell Carcinoma (TCGA),14.474
HAVCR2,TCGA-66-2734-01A,Lung Squamous Cell Carcinoma (TCGA),20.239
HAVCR2,TCGA-66-2737-01A,Lung Squamous Cell Carcinoma (TCGA),21.5647
HAVCR2,TCGA-66-2742-01A,Lung Squamous Cell Carcinoma (TCGA),10.1861
HAVCR2,TCGA-66-2744-01A,Lung Squamous Cell Carcinoma (TCGA),25.3556
HAVCR2,TCGA-66-2753-01A,Lung Squamous Cell Carcinoma (TCGA),10.5878
HAVCR2,TCGA-66-2754-01A,Lung Squamous Cell Carcinoma (TCGA),7.3775
HAVCR2,TCGA-66-2755-01A,Lung Squamous Cell Carcinoma (TCGA),28.7335
HAVCR2,TCGA-66-2756-01A,Lung Squamous Cell Carcinoma (TCGA),7.9228
HAVCR2,TCGA-66-2757-01A,Lung Squamous Cell Carcinoma (TCGA),18.5865
HAVCR2,TCGA-66-2758-01A,Lung Squamous Cell Carcinoma (TCGA),20.4029
HAVCR2,TCGA-66-2759-01A,Lung Squamous Cell Carcinoma (TCGA),16.2625
HAVCR2,TCGA-66-2763-01A,Lung Squamous Cell Carcinoma (TCGA),7.9085
HAVCR2,TCGA-66-2765-01A,Lung Squamous Cell Carcinoma (TCGA),12.7961
HAVCR2,TCGA-66-2766-01A,Lung Squamous Cell Carcinoma (TCGA),5.779
HAVCR2,TCGA-66-2767-01A,Lung Squamous Cell Carcinoma (TCGA),31.9091
HAVCR2,TCGA-66-2768-01A,Lung Squamous Cell Carcinoma (TCGA),17.8792
HAVCR2,TCGA-66-2769-01A,Lung Squamous Cell Carcinoma (TCGA),24.9417
HAVCR2,TCGA-66-2770-01A,Lung Squamous Cell Carcinoma (TCGA),20.4592
HAVCR2,TCGA-66-2771-01A,Lung Squamous Cell Carcinoma (TCGA),26.9104
HAVCR2,TCGA-66-2773-01A,Lung Squamous Cell Carcinoma (TCGA),23.5045
HAVCR2,TCGA-66-2777-01A,Lung Squamous Cell Carcinoma (TCGA),27.5073
HAVCR2,TCGA-66-2778-01A,Lung Squamous Cell Carcinoma (TCGA),13.2533
HAVCR2,TCGA-66-2780-01A,Lung Squamous Cell Carcinoma (TCGA),6.8391
HAVCR2,TCGA-66-2781-01A,Lung Squamous Cell Carcinoma (TCGA),4.3095
HAVCR2,TCGA-66-2782-01A,Lung Squamous Cell Carcinoma (TCGA),16.8472
HAVCR2,TCGA-66-2783-01A,Lung Squamous Cell Carcinoma (TCGA),8.8752
HAVCR2,TCGA-66-2785-01A,Lung Squamous Cell Carcinoma (TCGA),24.2
HAVCR2,TCGA-66-2786-01A,Lung Squamous Cell Carcinoma (TCGA),22.2511
HAVCR2,TCGA-66-2787-01A,Lung Squamous Cell Carcinoma (TCGA),17.9468
HAVCR2,TCGA-66-2788-01A,Lung Squamous Cell Carcinoma (TCGA),14.4562
HAVCR2,TCGA-66-2789-01A,Lung Squamous Cell Carcinoma (TCGA),13.6077
HAVCR2,TCGA-66-2790-01A,Lung Squamous Cell Carcinoma (TCGA),14.2837
HAVCR2,TCGA-66-2791-01A,Lung Squamous Cell Carcinoma (TCGA),21.5021
HAVCR2,TCGA-66-2792-01A,Lung Squamous Cell Carcinoma (TCGA),8.9031
HAVCR2,TCGA-66-2793-01A,Lung Squamous Cell Carcinoma (TCGA),2.7182
HAVCR2,TCGA-66-2794-01A,Lung Squamous Cell Carcinoma (TCGA),26.9211
HAVCR2,TCGA-66-2795-01A,Lung Squamous Cell Carcinoma (TCGA),17.8653
HAVCR2,TCGA-66-2800-01A,Lung Squamous Cell Carcinoma (TCGA),24.6478
HAVCR2,TCGA-68-7755-01A,Lung Squamous Cell Carcinoma (TCGA),4.4227
HAVCR2,TCGA-68-7756-01A,Lung Squamous Cell Carcinoma (TCGA),9.0551
HAVCR2,TCGA-68-8250-01A,Lung Squamous Cell Carcinoma (TCGA),14.8541
HAVCR2,TCGA-68-8251-01A,Lung Squamous Cell Carcinoma (TCGA),12.0628
HAVCR2,TCGA-68-A59I-01A,Lung Squamous Cell Carcinoma (TCGA),6.6933
HAVCR2,TCGA-68-A59J-01A,Lung Squamous Cell Carcinoma (TCGA),19.3163
HAVCR2,TCGA-70-6722-01A,Lung Squamous Cell Carcinoma (TCGA),14.9714
HAVCR2,TCGA-70-6723-01A,Lung Squamous Cell Carcinoma (TCGA),3.6862
HAVCR2,TCGA-77-6842-01A,Lung Squamous Cell Carcinoma (TCGA),24.2929
HAVCR2,TCGA-77-6843-01A,Lung Squamous Cell Carcinoma (TCGA),4.5602
HAVCR2,TCGA-77-6844-01A,Lung Squamous Cell Carcinoma (TCGA),6.4876
HAVCR2,TCGA-77-6845-01A,Lung Squamous Cell Carcinoma (TCGA),2.1817
HAVCR2,TCGA-77-7138-01A,Lung Squamous Cell Carcinoma (TCGA),4.513
HAVCR2,TCGA-77-7139-01A,Lung Squamous Cell Carcinoma (TCGA),5.5034
HAVCR2,TCGA-77-7140-01A,Lung Squamous Cell Carcinoma (TCGA),4.3295
HAVCR2,TCGA-77-7141-01A,Lung Squamous Cell Carcinoma (TCGA),7.2611
HAVCR2,TCGA-77-7142-01A,Lung Squamous Cell Carcinoma (TCGA),11.8615
HAVCR2,TCGA-77-7335-01A,Lung Squamous Cell Carcinoma (TCGA),32.9197
HAVCR2,TCGA-77-7337-01A,Lung Squamous Cell Carcinoma (TCGA),9.5038
HAVCR2,TCGA-77-7338-01A,Lung Squamous Cell Carcinoma (TCGA),11.3093
HAVCR2,TCGA-77-7463-01A,Lung Squamous Cell Carcinoma (TCGA),6.5333
HAVCR2,TCGA-77-7465-01A,Lung Squamous Cell Carcinoma (TCGA),16.7194
HAVCR2,TCGA-77-8007-01A,Lung Squamous Cell Carcinoma (TCGA),33.3098
HAVCR2,TCGA-77-8008-01A,Lung Squamous Cell Carcinoma (TCGA),19.8894
HAVCR2,TCGA-77-8009-01A,Lung Squamous Cell Carcinoma (TCGA),9.8228
HAVCR2,TCGA-77-8128-01A,Lung Squamous Cell Carcinoma (TCGA),3.6067
HAVCR2,TCGA-77-8130-01A,Lung Squamous Cell Carcinoma (TCGA),3.4913
HAVCR2,TCGA-77-8131-01A,Lung Squamous Cell Carcinoma (TCGA),31.2852
HAVCR2,TCGA-77-8133-01A,Lung Squamous Cell Carcinoma (TCGA),15.3502
HAVCR2,TCGA-77-8136-01A,Lung Squamous Cell Carcinoma (TCGA),24.5736
HAVCR2,TCGA-77-8138-01A,Lung Squamous Cell Carcinoma (TCGA),11.2565
HAVCR2,TCGA-77-8139-01A,Lung Squamous Cell Carcinoma (TCGA),4.5949
HAVCR2,TCGA-77-8140-01A,Lung Squamous Cell Carcinoma (TCGA),2.4818
HAVCR2,TCGA-77-8143-01A,Lung Squamous Cell Carcinoma (TCGA),6.233
HAVCR2,TCGA-77-8144-01A,Lung Squamous Cell Carcinoma (TCGA),4.8005
HAVCR2,TCGA-77-8145-01A,Lung Squamous Cell Carcinoma (TCGA),6.8219
HAVCR2,TCGA-77-8146-01A,Lung Squamous Cell Carcinoma (TCGA),7.564
HAVCR2,TCGA-77-8148-01A,Lung Squamous Cell Carcinoma (TCGA),7.6992
HAVCR2,TCGA-77-8150-01A,Lung Squamous Cell Carcinoma (TCGA),9.2187
HAVCR2,TCGA-77-8153-01A,Lung Squamous Cell Carcinoma (TCGA),2.145
HAVCR2,TCGA-77-8154-01A,Lung Squamous Cell Carcinoma (TCGA),2.1422
HAVCR2,TCGA-77-8156-01A,Lung Squamous Cell Carcinoma (TCGA),24.1301
HAVCR2,TCGA-77-A5FZ-01A,Lung Squamous Cell Carcinoma (TCGA),32.833
HAVCR2,TCGA-77-A5G1-01A,Lung Squamous Cell Carcinoma (TCGA),12.6367
HAVCR2,TCGA-77-A5G3-01A,Lung Squamous Cell Carcinoma (TCGA),7.4139
HAVCR2,TCGA-77-A5G6-01A,Lung Squamous Cell Carcinoma (TCGA),4.0318
HAVCR2,TCGA-77-A5GA-01A,Lung Squamous Cell Carcinoma (TCGA),3.7648
HAVCR2,TCGA-77-A5GF-01A,Lung Squamous Cell Carcinoma (TCGA),8.9461
HAVCR2,TCGA-77-A5GH-01A,Lung Squamous Cell Carcinoma (TCGA),33.1531
HAVCR2,TCGA-85-6175-01A,Lung Squamous Cell Carcinoma (TCGA),33.2243
HAVCR2,TCGA-85-6560-01A,Lung Squamous Cell Carcinoma (TCGA),24.076
HAVCR2,TCGA-85-6561-01A,Lung Squamous Cell Carcinoma (TCGA),15.182
HAVCR2,TCGA-85-6798-01A,Lung Squamous Cell Carcinoma (TCGA),2.9978
HAVCR2,TCGA-85-7696-01A,Lung Squamous Cell Carcinoma (TCGA),7.8101
HAVCR2,TCGA-85-7697-01A,Lung Squamous Cell Carcinoma (TCGA),4.9274
HAVCR2,TCGA-85-7698-01A,Lung Squamous Cell Carcinoma (TCGA),14.8076
HAVCR2,TCGA-85-7699-01A,Lung Squamous Cell Carcinoma (TCGA),23.3027
HAVCR2,TCGA-85-7710-01A,Lung Squamous Cell Carcinoma (TCGA),12.8909
HAVCR2,TCGA-85-7843-01A,Lung Squamous Cell Carcinoma (TCGA),8.8758
HAVCR2,TCGA-85-7844-01A,Lung Squamous Cell Carcinoma (TCGA),13.0459
HAVCR2,TCGA-85-7950-01A,Lung Squamous Cell Carcinoma (TCGA),17.1454
HAVCR2,TCGA-85-8048-01A,Lung Squamous Cell Carcinoma (TCGA),21.9546
HAVCR2,TCGA-85-8049-01A,Lung Squamous Cell Carcinoma (TCGA),17.5633
HAVCR2,TCGA-85-8052-01A,Lung Squamous Cell Carcinoma (TCGA),8.668
HAVCR2,TCGA-85-8070-01A,Lung Squamous Cell Carcinoma (TCGA),1.8377
HAVCR2,TCGA-85-8071-01A,Lung Squamous Cell Carcinoma (TCGA),6.9499
HAVCR2,TCGA-85-8072-01A,Lung Squamous Cell Carcinoma (TCGA),10.4739
HAVCR2,TCGA-85-8276-01A,Lung Squamous Cell Carcinoma (TCGA),12.1764
HAVCR2,TCGA-85-8277-01A,Lung Squamous Cell Carcinoma (TCGA),7.6989
HAVCR2,TCGA-85-8287-01A,Lung Squamous Cell Carcinoma (TCGA),8.3821
HAVCR2,TCGA-85-8288-01A,Lung Squamous Cell Carcinoma (TCGA),8.133
HAVCR2,TCGA-85-8350-01A,Lung Squamous Cell Carcinoma (TCGA),9.9314
HAVCR2,TCGA-85-8351-01A,Lung Squamous Cell Carcinoma (TCGA),9.0258
HAVCR2,TCGA-85-8352-01A,Lung Squamous Cell Carcinoma (TCGA),3.2196
HAVCR2,TCGA-85-8353-01A,Lung Squamous Cell Carcinoma (TCGA),10.5506
HAVCR2,TCGA-85-8354-01A,Lung Squamous Cell Carcinoma (TCGA),4.1141
HAVCR2,TCGA-85-8355-01A,Lung Squamous Cell Carcinoma (TCGA),29.2878
HAVCR2,TCGA-85-8479-01A,Lung Squamous Cell Carcinoma (TCGA),2.3615
HAVCR2,TCGA-85-8481-01A,Lung Squamous Cell Carcinoma (TCGA),8.8219
HAVCR2,TCGA-85-8580-01A,Lung Squamous Cell Carcinoma (TCGA),6.9694
HAVCR2,TCGA-85-8582-01A,Lung Squamous Cell Carcinoma (TCGA),9.516
HAVCR2,TCGA-85-8584-01A,Lung Squamous Cell Carcinoma (TCGA),11.1171
HAVCR2,TCGA-85-8664-01A,Lung Squamous Cell Carcinoma (TCGA),2.8214
HAVCR2,TCGA-85-8666-01A,Lung Squamous Cell Carcinoma (TCGA),11.6388
HAVCR2,TCGA-85-A4CL-01A,Lung Squamous Cell Carcinoma (TCGA),12.361
HAVCR2,TCGA-85-A4CN-01A,Lung Squamous Cell Carcinoma (TCGA),6.332
HAVCR2,TCGA-85-A4JB-01A,Lung Squamous Cell Carcinoma (TCGA),3.5617
HAVCR2,TCGA-85-A4JC-01A,Lung Squamous Cell Carcinoma (TCGA),6.0887
HAVCR2,TCGA-85-A4PA-01A,Lung Squamous Cell Carcinoma (TCGA),15.9821
HAVCR2,TCGA-85-A4QQ-01A,Lung Squamous Cell Carcinoma (TCGA),4.3285
HAVCR2,TCGA-85-A4QR-01A,Lung Squamous Cell Carcinoma (TCGA),0.7069
HAVCR2,TCGA-85-A50M-01A,Lung Squamous Cell Carcinoma (TCGA),5.7475
HAVCR2,TCGA-85-A50Z-01A,Lung Squamous Cell Carcinoma (TCGA),3.7671
HAVCR2,TCGA-85-A510-01A,Lung Squamous Cell Carcinoma (TCGA),11.5342
HAVCR2,TCGA-85-A511-01A,Lung Squamous Cell Carcinoma (TCGA),9.9865
HAVCR2,TCGA-85-A512-01A,Lung Squamous Cell Carcinoma (TCGA),6.2378
HAVCR2,TCGA-85-A513-01A,Lung Squamous Cell Carcinoma (TCGA),13.5372
HAVCR2,TCGA-85-A53L-01A,Lung Squamous Cell Carcinoma (TCGA),2.2587
HAVCR2,TCGA-85-A5B5-01A,Lung Squamous Cell Carcinoma (TCGA),4.5482
HAVCR2,TCGA-90-6837-01A,Lung Squamous Cell Carcinoma (TCGA),18.522
HAVCR2,TCGA-90-7766-01A,Lung Squamous Cell Carcinoma (TCGA),10.683
HAVCR2,TCGA-90-7767-01A,Lung Squamous Cell Carcinoma (TCGA),13.6122
HAVCR2,TCGA-90-7769-01A,Lung Squamous Cell Carcinoma (TCGA),2.4606
HAVCR2,TCGA-90-7964-01A,Lung Squamous Cell Carcinoma (TCGA),10.8832
HAVCR2,TCGA-90-A4ED-01A,Lung Squamous Cell Carcinoma (TCGA),4.2436
HAVCR2,TCGA-90-A4EE-01A,Lung Squamous Cell Carcinoma (TCGA),36.4238
HAVCR2,TCGA-90-A59Q-01A,Lung Squamous Cell Carcinoma (TCGA),11.9019
HAVCR2,TCGA-92-7340-01A,Lung Squamous Cell Carcinoma (TCGA),14.6346
HAVCR2,TCGA-92-7341-01A,Lung Squamous Cell Carcinoma (TCGA),8.9761
HAVCR2,TCGA-92-8063-01A,Lung Squamous Cell Carcinoma (TCGA),10.6744
HAVCR2,TCGA-92-8064-01A,Lung Squamous Cell Carcinoma (TCGA),26.5181
HAVCR2,TCGA-92-8065-01A,Lung Squamous Cell Carcinoma (TCGA),14.187
HAVCR2,TCGA-94-7033-01A,Lung Squamous Cell Carcinoma (TCGA),2.2666
HAVCR2,TCGA-94-7557-01A,Lung Squamous Cell Carcinoma (TCGA),12.6368
HAVCR2,TCGA-94-7943-01A,Lung Squamous Cell Carcinoma (TCGA),6.8028
HAVCR2,TCGA-94-8035-01A,Lung Squamous Cell Carcinoma (TCGA),5.1666
HAVCR2,TCGA-94-8490-01A,Lung Squamous Cell Carcinoma (TCGA),2.4021
HAVCR2,TCGA-94-8491-01A,Lung Squamous Cell Carcinoma (TCGA),7.2815
HAVCR2,TCGA-94-A4VJ-01A,Lung Squamous Cell Carcinoma (TCGA),7.34
HAVCR2,TCGA-94-A5I4-01A,Lung Squamous Cell Carcinoma (TCGA),5.4381
HAVCR2,TCGA-94-A5I6-01A,Lung Squamous Cell Carcinoma (TCGA),7.4972
HAVCR2,TCGA-96-7544-01A,Lung Squamous Cell Carcinoma (TCGA),16.456
HAVCR2,TCGA-96-7545-01A,Lung Squamous Cell Carcinoma (TCGA),20.1354
HAVCR2,TCGA-96-8169-01A,Lung Squamous Cell Carcinoma (TCGA),8.8589
HAVCR2,TCGA-96-8170-01A,Lung Squamous Cell Carcinoma (TCGA),10.0846
HAVCR2,TCGA-96-A4JK-01A,Lung Squamous Cell Carcinoma (TCGA),9.6022
HAVCR2,TCGA-96-A4JL-01A,Lung Squamous Cell Carcinoma (TCGA),25.7739
HAVCR2,TCGA-98-7454-01A,Lung Squamous Cell Carcinoma (TCGA),30.1248
HAVCR2,TCGA-98-8020-01A,Lung Squamous Cell Carcinoma (TCGA),15.4399
HAVCR2,TCGA-98-8021-01A,Lung Squamous Cell Carcinoma (TCGA),6.0138
HAVCR2,TCGA-98-8022-01A,Lung Squamous Cell Carcinoma (TCGA),13.163
HAVCR2,TCGA-98-8023-01A,Lung Squamous Cell Carcinoma (TCGA),11.3281
HAVCR2,TCGA-98-A538-01A,Lung Squamous Cell Carcinoma (TCGA),7.4394
HAVCR2,TCGA-98-A539-01A,Lung Squamous Cell Carcinoma (TCGA),12.9071
HAVCR2,TCGA-98-A53A-01A,Lung Squamous Cell Carcinoma (TCGA),4.9082
HAVCR2,TCGA-98-A53B-01A,Lung Squamous Cell Carcinoma (TCGA),16.1571
HAVCR2,TCGA-98-A53C-01A,Lung Squamous Cell Carcinoma (TCGA),23.9354
HAVCR2,TCGA-98-A53D-01A,Lung Squamous Cell Carcinoma (TCGA),34.1089
HAVCR2,TCGA-98-A53H-01A,Lung Squamous Cell Carcinoma (TCGA),14.7014
HAVCR2,TCGA-98-A53I-01A,Lung Squamous Cell Carcinoma (TCGA),14.087
HAVCR2,TCGA-98-A53J-01A,Lung Squamous Cell Carcinoma (TCGA),4.423
HAVCR2,TCGA-J1-A4AH-01A,Lung Squamous Cell Carcinoma (TCGA),4.0764
HAVCR2,TCGA-L3-A4E7-01A,Lung Squamous Cell Carcinoma (TCGA),8.7019
HAVCR2,TCGA-L3-A524-01A,Lung Squamous Cell Carcinoma (TCGA),8.785
HAVCR2,TCGA-LA-A446-01A,Lung Squamous Cell Carcinoma (TCGA),5.5688
HAVCR2,TCGA-LA-A7SW-01A,Lung Squamous Cell Carcinoma (TCGA),5.801
HAVCR2,TCGA-MF-A522-01A,Lung Squamous Cell Carcinoma (TCGA),5.0903
HAVCR2,TCGA-NC-A5HD-01A,Lung Squamous Cell Carcinoma (TCGA),2.0013
HAVCR2,TCGA-NC-A5HE-01A,Lung Squamous Cell Carcinoma (TCGA),31.0762
HAVCR2,TCGA-NC-A5HF-01A,Lung Squamous Cell Carcinoma (TCGA),2.244
HAVCR2,TCGA-NC-A5HG-01A,Lung Squamous Cell Carcinoma (TCGA),2.1825
HAVCR2,TCGA-NC-A5HH-01A,Lung Squamous Cell Carcinoma (TCGA),4.138
HAVCR2,TCGA-NC-A5HI-01A,Lung Squamous Cell Carcinoma (TCGA),4.0888
HAVCR2,TCGA-NC-A5HJ-01A,Lung Squamous Cell Carcinoma (TCGA),26.1748
HAVCR2,TCGA-NC-A5HK-01A,Lung Squamous Cell Carcinoma (TCGA),4.1842
HAVCR2,TCGA-NC-A5HL-01A,Lung Squamous Cell Carcinoma (TCGA),12.9984
HAVCR2,TCGA-NC-A5HM-01A,Lung Squamous Cell Carcinoma (TCGA),2.8442
HAVCR2,TCGA-NC-A5HN-01A,Lung Squamous Cell Carcinoma (TCGA),2.0589
HAVCR2,TCGA-NC-A5HO-01A,Lung Squamous Cell Carcinoma (TCGA),3.5997
HAVCR2,TCGA-NC-A5HP-01A,Lung Squamous Cell Carcinoma (TCGA),6.6687
HAVCR2,TCGA-NC-A5HQ-01A,Lung Squamous Cell Carcinoma (TCGA),7.2896
HAVCR2,TCGA-NC-A5HR-01A,Lung Squamous Cell Carcinoma (TCGA),5.1843
HAVCR2,TCGA-NC-A5HT-01A,Lung Squamous Cell Carcinoma (TCGA),1.2861
HAVCR2,TCGA-NK-A5CR-01A,Lung Squamous Cell Carcinoma (TCGA),2.6706
HAVCR2,TCGA-NK-A5CT-01A,Lung Squamous Cell Carcinoma (TCGA),4.6667
HAVCR2,TCGA-NK-A5CX-01A,Lung Squamous Cell Carcinoma (TCGA),8.4789
HAVCR2,TCGA-NK-A5D1-01A,Lung Squamous Cell Carcinoma (TCGA),4.6564
HAVCR2,TCGA-NK-A7XE-01A,Lung Squamous Cell Carcinoma (TCGA),4.0914
HAVCR2,TCGA-O2-A52N-01A,Lung Squamous Cell Carcinoma (TCGA),8.9762
HAVCR2,TCGA-O2-A52Q-01A,Lung Squamous Cell Carcinoma (TCGA),35.3875
HAVCR2,TCGA-O2-A52S-01A,Lung Squamous Cell Carcinoma (TCGA),12.6748
HAVCR2,TCGA-O2-A52V-01A,Lung Squamous Cell Carcinoma (TCGA),10.7727
HAVCR2,TCGA-O2-A52W-01A,Lung Squamous Cell Carcinoma (TCGA),4.2853
HAVCR2,TCGA-O2-A5IB-01A,Lung Squamous Cell Carcinoma (TCGA),3.5859
HAVCR2,TCGA-XC-AA0X-01A,Lung Squamous Cell Carcinoma (TCGA),18.9194
HAVCR2,L406,Lung Squamous Cell Carcinoma (validation),22.4474
HAVCR2,L420,Lung Squamous Cell Carcinoma (validation),19.7637
HAVCR2,L442,Lung Squamous Cell Carcinoma (validation),23.242
HAVCR2,L444,Lung Squamous Cell Carcinoma (validation),33.1824
HAVCR2,L447,Lung Squamous Cell Carcinoma (validation),11.5474
HAVCR2,L452,Lung Squamous Cell Carcinoma (validation),15.4737
HAVCR2,L456,Lung Squamous Cell Carcinoma (validation),32.3748
HAVCR2,L457,Lung Squamous Cell Carcinoma (validation),6.804
HAVCR2,L459,Lung Squamous Cell Carcinoma (validation),12.7216
HAVCR2,L464,Lung Squamous Cell Carcinoma (validation),23.7156
HAVCR2,L466,Lung Squamous Cell Carcinoma (validation),24.7585
HAVCR2,L468,Lung Squamous Cell Carcinoma (validation),36.0998
HAVCR2,L470,Lung Squamous Cell Carcinoma (validation),19.3202
HAVCR2,L472,Lung Squamous Cell Carcinoma (validation),41.0085
HAVCR2,L483,Lung Squamous Cell Carcinoma (validation),32.1813
HAVCR2,L488,Lung Squamous Cell Carcinoma (validation),26.9393
HAVCR2,L490,Lung Squamous Cell Carcinoma (validation),60.4946
HAVCR2,L496,Lung Squamous Cell Carcinoma (validation),20.5347
