Gene	Gene name	Immune cell	TPM	pTPM	nTPM
ENSG00000042781	USH2A	plasmacytoid DC	0.0	0.0	0.0
ENSG00000042781	USH2A	T-reg	0.0	0.0	0.0
ENSG00000042781	USH2A	total PBMC	0.0	0.0	0.0
ENSG00000042813	ZPBP	basophil	0.0	0.0	0.0
ENSG00000042813	ZPBP	classical monocyte	0.0	0.0	0.0
ENSG00000042813	ZPBP	eosinophil	0.0	0.0	0.0
ENSG00000042813	ZPBP	gdT-cell	0.0	0.0	0.0
ENSG00000042813	ZPBP	intermediate monocyte	0.0	0.0	0.0
ENSG00000042813	ZPBP	MAIT T-cell	0.0	0.0	0.0
ENSG00000042813	ZPBP	memory B-cell	0.0	0.0	0.0
ENSG00000042813	ZPBP	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000042813	ZPBP	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000042813	ZPBP	myeloid DC	0.0	0.0	0.0
ENSG00000042813	ZPBP	naive B-cell	0.0	0.0	0.0
ENSG00000042813	ZPBP	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000042813	ZPBP	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000042813	ZPBP	neutrophil	0.0	0.0	0.0
ENSG00000042813	ZPBP	NK-cell	0.0	0.1	0.0
ENSG00000042813	ZPBP	non-classical monocyte	0.0	0.0	0.0
ENSG00000042813	ZPBP	plasmacytoid DC	0.0	0.0	0.0
ENSG00000042813	ZPBP	T-reg	0.0	0.0	0.0
ENSG00000042813	ZPBP	total PBMC	0.0	0.0	0.0
ENSG00000042832	TG	basophil	0.0	0.0	0.0
ENSG00000042832	TG	classical monocyte	0.1	0.1	0.1
ENSG00000042832	TG	eosinophil	0.1	0.2	0.2
ENSG00000042832	TG	gdT-cell	0.0	0.0	0.0
ENSG00000042832	TG	intermediate monocyte	0.0	0.0	0.0
ENSG00000042832	TG	MAIT T-cell	0.2	0.3	0.2
ENSG00000042832	TG	memory B-cell	0.0	0.0	0.0
ENSG00000042832	TG	memory CD4 T-cell	0.1	0.1	0.1
ENSG00000042832	TG	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000042832	TG	myeloid DC	0.0	0.0	0.0
ENSG00000042832	TG	naive B-cell	0.0	0.0	0.0
ENSG00000042832	TG	naive CD4 T-cell	0.0	0.1	0.0
ENSG00000042832	TG	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000042832	TG	neutrophil	0.7	0.9	1.0
ENSG00000042832	TG	NK-cell	0.0	0.0	0.0
ENSG00000042832	TG	non-classical monocyte	0.0	0.0	0.0
ENSG00000042832	TG	plasmacytoid DC	0.3	0.3	0.3
ENSG00000042832	TG	T-reg	0.1	0.1	0.1
ENSG00000042832	TG	total PBMC	0.0	0.0	0.1
ENSG00000042980	ADAM28	basophil	31.5	38.9	42.7
ENSG00000042980	ADAM28	classical monocyte	2.0	2.4	2.5
ENSG00000042980	ADAM28	eosinophil	15.1	18.7	18.6
ENSG00000042980	ADAM28	gdT-cell	0.0	0.1	0.0
ENSG00000042980	ADAM28	intermediate monocyte	0.5	0.6	0.6
ENSG00000042980	ADAM28	MAIT T-cell	0.0	0.0	0.0
ENSG00000042980	ADAM28	memory B-cell	45.4	55.5	72.0
ENSG00000042980	ADAM28	memory CD4 T-cell	0.0	0.1	0.1
ENSG00000042980	ADAM28	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000042980	ADAM28	myeloid DC	17.7	21.6	21.0
ENSG00000042980	ADAM28	naive B-cell	64.9	80.8	87.4
ENSG00000042980	ADAM28	naive CD4 T-cell	0.1	0.1	0.1
ENSG00000042980	ADAM28	naive CD8 T-cell	0.0	0.1	0.0
ENSG00000042980	ADAM28	neutrophil	2.8	3.7	4.3
ENSG00000042980	ADAM28	NK-cell	2.9	3.5	2.7
ENSG00000042980	ADAM28	non-classical monocyte	0.2	0.2	0.2
ENSG00000042980	ADAM28	plasmacytoid DC	1.0	1.3	1.1
ENSG00000042980	ADAM28	T-reg	0.1	0.1	0.1
ENSG00000042980	ADAM28	total PBMC	1.2	1.5	2.5
ENSG00000043039	BARX2	basophil	0.0	0.0	0.0
ENSG00000043039	BARX2	classical monocyte	0.0	0.0	0.0
ENSG00000043039	BARX2	eosinophil	0.0	0.0	0.0
ENSG00000043039	BARX2	gdT-cell	0.0	0.0	0.0
ENSG00000043039	BARX2	intermediate monocyte	0.0	0.0	0.0
ENSG00000043039	BARX2	MAIT T-cell	0.0	0.0	0.0
ENSG00000043039	BARX2	memory B-cell	0.0	0.0	0.0
ENSG00000043039	BARX2	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000043039	BARX2	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000043039	BARX2	myeloid DC	0.0	0.0	0.0
ENSG00000043039	BARX2	naive B-cell	0.0	0.0	0.0
ENSG00000043039	BARX2	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000043039	BARX2	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000043039	BARX2	neutrophil	0.0	0.0	0.0
ENSG00000043039	BARX2	NK-cell	0.0	0.0	0.0
ENSG00000043039	BARX2	non-classical monocyte	0.0	0.0	0.0
ENSG00000043039	BARX2	plasmacytoid DC	0.0	0.0	0.0
ENSG00000043039	BARX2	T-reg	0.0	0.0	0.0
ENSG00000043039	BARX2	total PBMC	0.0	0.0	0.0
ENSG00000043093	DCUN1D1	basophil	7.8	9.6	10.2
ENSG00000043093	DCUN1D1	classical monocyte	6.8	8.2	8.5
ENSG00000043093	DCUN1D1	eosinophil	13.4	16.7	16.4
ENSG00000043093	DCUN1D1	gdT-cell	7.2	8.9	6.7
ENSG00000043093	DCUN1D1	intermediate monocyte	7.4	9.0	9.2
ENSG00000043093	DCUN1D1	MAIT T-cell	6.4	7.8	6.6
ENSG00000043093	DCUN1D1	memory B-cell	4.5	5.6	6.4
ENSG00000043093	DCUN1D1	memory CD4 T-cell	5.2	6.4	5.6
ENSG00000043093	DCUN1D1	memory CD8 T-cell	6.6	8.1	6.6
ENSG00000043093	DCUN1D1	myeloid DC	8.4	10.3	10.0
ENSG00000043093	DCUN1D1	naive B-cell	3.1	3.9	4.1
ENSG00000043093	DCUN1D1	naive CD4 T-cell	5.6	6.8	6.3
ENSG00000043093	DCUN1D1	naive CD8 T-cell	6.4	7.8	6.8
ENSG00000043093	DCUN1D1	neutrophil	8.8	11.7	13.8
ENSG00000043093	DCUN1D1	NK-cell	11.4	14.0	10.5
ENSG00000043093	DCUN1D1	non-classical monocyte	5.1	6.1	6.2
ENSG00000043093	DCUN1D1	plasmacytoid DC	6.9	8.6	7.5
ENSG00000043093	DCUN1D1	T-reg	6.5	8.1	7.4
ENSG00000043093	DCUN1D1	total PBMC	2.4	2.9	5.5
ENSG00000043143	JADE2	basophil	0.7	0.9	0.9
ENSG00000043143	JADE2	classical monocyte	0.4	0.5	0.6
ENSG00000043143	JADE2	eosinophil	1.6	1.9	2.0
ENSG00000043143	JADE2	gdT-cell	3.3	4.0	3.1
ENSG00000043143	JADE2	intermediate monocyte	0.5	0.6	0.6
ENSG00000043143	JADE2	MAIT T-cell	3.2	3.9	3.3
ENSG00000043143	JADE2	memory B-cell	2.5	3.1	3.6
ENSG00000043143	JADE2	memory CD4 T-cell	2.7	3.4	3.0
ENSG00000043143	JADE2	memory CD8 T-cell	3.0	3.7	3.0
ENSG00000043143	JADE2	myeloid DC	0.9	1.1	1.1
ENSG00000043143	JADE2	naive B-cell	1.8	2.2	2.2
ENSG00000043143	JADE2	naive CD4 T-cell	2.5	3.1	2.9
ENSG00000043143	JADE2	naive CD8 T-cell	2.8	3.5	3.0
ENSG00000043143	JADE2	neutrophil	0.4	0.6	0.7
ENSG00000043143	JADE2	NK-cell	1.7	2.2	1.8
ENSG00000043143	JADE2	non-classical monocyte	1.3	1.6	1.6
ENSG00000043143	JADE2	plasmacytoid DC	0.4	0.5	0.5
ENSG00000043143	JADE2	T-reg	2.6	3.2	3.1
ENSG00000043143	JADE2	total PBMC	0.6	0.7	1.3
ENSG00000043355	ZIC2	basophil	0.0	0.0	0.0
ENSG00000043355	ZIC2	classical monocyte	0.0	0.0	0.0
ENSG00000043355	ZIC2	eosinophil	0.0	0.0	0.0
ENSG00000043355	ZIC2	gdT-cell	0.0	0.0	0.0
ENSG00000043355	ZIC2	intermediate monocyte	0.0	0.0	0.0
ENSG00000043355	ZIC2	MAIT T-cell	0.0	0.0	0.0
ENSG00000043355	ZIC2	memory B-cell	0.0	0.0	0.0
ENSG00000043355	ZIC2	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000043355	ZIC2	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000043355	ZIC2	myeloid DC	0.0	0.0	0.0
ENSG00000043355	ZIC2	naive B-cell	0.0	0.0	0.0
ENSG00000043355	ZIC2	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000043355	ZIC2	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000043355	ZIC2	neutrophil	0.0	0.0	0.0
ENSG00000043355	ZIC2	NK-cell	0.0	0.0	0.0
ENSG00000043355	ZIC2	non-classical monocyte	0.0	0.0	0.0
ENSG00000043355	ZIC2	plasmacytoid DC	0.0	0.0	0.0
ENSG00000043355	ZIC2	T-reg	0.0	0.0	0.0
ENSG00000043355	ZIC2	total PBMC	0.0	0.0	0.0
ENSG00000043462	LCP2	basophil	48.7	60.2	57.1
ENSG00000043462	LCP2	classical monocyte	15.8	19.0	20.4
ENSG00000043462	LCP2	eosinophil	60.4	75.0	76.7
ENSG00000043462	LCP2	gdT-cell	42.8	52.4	40.5
ENSG00000043462	LCP2	intermediate monocyte	34.8	42.0	42.5
ENSG00000043462	LCP2	MAIT T-cell	39.4	48.0	40.3
ENSG00000043462	LCP2	memory B-cell	1.9	2.3	2.7
ENSG00000043462	LCP2	memory CD4 T-cell	30.2	36.8	32.5
ENSG00000043462	LCP2	memory CD8 T-cell	38.3	46.9	38.6
ENSG00000043462	LCP2	myeloid DC	22.7	27.7	26.6
ENSG00000043462	LCP2	naive B-cell	0.7	0.9	1.0
ENSG00000043462	LCP2	naive CD4 T-cell	26.7	32.7	29.9
ENSG00000043462	LCP2	naive CD8 T-cell	29.3	35.8	31.0
ENSG00000043462	LCP2	neutrophil	44.3	58.6	69.2
ENSG00000043462	LCP2	NK-cell	45.9	57.0	41.9
ENSG00000043462	LCP2	non-classical monocyte	52.7	63.4	66.2
ENSG00000043462	LCP2	plasmacytoid DC	4.9	6.1	5.3
ENSG00000043462	LCP2	T-reg	34.2	42.4	39.9
ENSG00000043462	LCP2	total PBMC	9.3	11.0	22.9
ENSG00000043514	TRIT1	basophil	0.0	0.0	0.0
ENSG00000043514	TRIT1	classical monocyte	4.1	5.0	5.4
ENSG00000043514	TRIT1	eosinophil	0.4	0.6	0.6
ENSG00000043514	TRIT1	gdT-cell	2.2	2.7	2.0
ENSG00000043514	TRIT1	intermediate monocyte	3.3	4.0	3.9
ENSG00000043514	TRIT1	MAIT T-cell	3.6	4.5	3.7
ENSG00000043514	TRIT1	memory B-cell	1.9	2.3	2.9
ENSG00000043514	TRIT1	memory CD4 T-cell	1.7	2.1	1.8
ENSG00000043514	TRIT1	memory CD8 T-cell	2.2	2.7	2.2
ENSG00000043514	TRIT1	myeloid DC	8.8	10.8	10.4
ENSG00000043514	TRIT1	naive B-cell	1.7	2.1	2.2
ENSG00000043514	TRIT1	naive CD4 T-cell	1.7	2.1	2.0
ENSG00000043514	TRIT1	naive CD8 T-cell	2.5	3.0	2.7
ENSG00000043514	TRIT1	neutrophil	0.1	0.1	0.1
ENSG00000043514	TRIT1	NK-cell	2.2	2.7	2.0
ENSG00000043514	TRIT1	non-classical monocyte	4.1	5.0	5.3
ENSG00000043514	TRIT1	plasmacytoid DC	9.2	11.3	10.1
ENSG00000043514	TRIT1	T-reg	2.0	2.5	2.3
ENSG00000043514	TRIT1	total PBMC	0.9	1.1	2.4
ENSG00000043591	ADRB1	basophil	0.0	0.0	0.0
ENSG00000043591	ADRB1	classical monocyte	0.1	0.2	0.1
ENSG00000043591	ADRB1	eosinophil	0.0	0.0	0.0
ENSG00000043591	ADRB1	gdT-cell	0.0	0.1	0.0
ENSG00000043591	ADRB1	intermediate monocyte	0.1	0.1	0.1
ENSG00000043591	ADRB1	MAIT T-cell	0.0	0.0	0.0
ENSG00000043591	ADRB1	memory B-cell	0.0	0.0	0.0
ENSG00000043591	ADRB1	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000043591	ADRB1	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000043591	ADRB1	myeloid DC	0.2	0.3	0.3
ENSG00000043591	ADRB1	naive B-cell	0.1	0.2	0.1
ENSG00000043591	ADRB1	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000043591	ADRB1	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000043591	ADRB1	neutrophil	0.0	0.0	0.0
ENSG00000043591	ADRB1	NK-cell	0.0	0.0	0.0
ENSG00000043591	ADRB1	non-classical monocyte	0.0	0.0	0.0
ENSG00000043591	ADRB1	plasmacytoid DC	0.0	0.0	0.0
ENSG00000043591	ADRB1	T-reg	0.0	0.0	0.0
ENSG00000043591	ADRB1	total PBMC	0.0	0.0	0.0
ENSG00000044012	GUCA2B	basophil	0.0	0.0	0.0
ENSG00000044012	GUCA2B	classical monocyte	0.0	0.0	0.0
